"Station Name","Province","Latitude","Longitude","Elevation","Climate ID","WMO Identifier","TC Identifier","First Year","Last Year","HLY First Year","HLY Last Year","DLY First Year","DLY Last Year","MLY First Year","MLY Last Year"
"SOOKE SASEENOS","BRITISH COLUMBIA","48.38","-123.67","27.40","1017575","","","1976","1979","","","1976","1979","1976","1979"
"SOPER CREEK WPCP","ONTARIO","43.90","-78.67","83.80","6157884","","","1978","1982","","","1978","1982","1978","1982"
"SOPS ARM WHITE BAY","NEWFOUNDLAND","49.77","-56.88","16.60","8403690","","","1979","2021","","","1979","2021","1980","2006"
"SOREL","QUEBEC","46.03","-73.12","14.60","7028200","","","1914","2022","","","1914","2022","1914","2018"
"SORRENTO","BRITISH COLUMBIA","50.88","-119.48","390.10","1167590","","","1924","1979","","","1924","1979","1924","1979"
"SORRENTO EAST","BRITISH COLUMBIA","50.88","-119.40","487.70","1167592","","","1969","1990","","","1969","1990","1969","1990"
"SOUNDING CREEK","ALBERTA","52.07","-111.85","813.80","3016052","","","1981","1983","","","1981","1983","1981","1983"
"SOURIS","PRINCE EDWARD ISLAND","46.37","-62.22","57.90","8300585","","","1967","1987","","","1967","1987","1967","1987"
"SOURIS","MANITOBA","49.62","-100.27","426.70","5012720","","","1912","1972","","","1912","1972","1912","1972"
"SOURIS","MANITOBA","49.65","-100.25","432.80","5012719","","","1982","2006","","","1982","2006","1982","2006"
"SOURIS 2","MANITOBA","49.58","-100.40","428.20","5012727","","","1992","1996","","","1992","1996","1992","1996"
"SOUSA CREEK (AUT)","ALBERTA","58.59","-118.49","373.30","3076056","","WSH","1994","2002","1994","2002","1994","2002","1996","2001"
"SOUTH ALTON","NOVA SCOTIA","45.07","-64.53","","8205170","","","1912","1933","","","1912","1933","1912","1933"
"SOUTH BAY","MANITOBA","56.67","-99.00","282.90","5062730","","","1973","1976","","","1973","1976","1973","1976"
"SOUTH BAY","ONTARIO","43.92","-77.03","76.20","6157913","","","1966","1967","","","1966","1967","1966","1967"
"SOUTH BAYMOUTH","ONTARIO","45.58","-82.02","181.70","6097915","","","1954","1993","","","1954","1993","1954","1993"
"SOUTH BRANCH","NEWFOUNDLAND","47.95","-58.97","31.00","8403691","","","1989","1997","","","1989","1997","1989","1997"
"SOUTH BRANCH KEDGWICK","NEW BRUNSWICK","47.87","-67.93","274.30","8105042","","","1983","1991","","","1983","1991","1983","1991"
"SOUTH BROOK PASADENA","NEWFOUNDLAND","49.02","-57.62","38.10","8403693","","","1985","2017","","","1985","2017","1985","2006"
"SOUTH DURHAM","QUEBEC","45.63","-72.35","190.50","7028211","","","1968","1981","","","1968","1981","1968","1981"
"SOUTH DURHAM","QUEBEC","45.62","-72.28","195.10","7028210","","","1966","1967","","","1966","1967","1966","1967"
"SOUTH ESK","ALBERTA","52.67","-117.21","2186.00","3056055","","","2003","2007","","","2003","2007","2003","2007"
"SOUTH FALLS","ONTARIO","45.00","-79.30","231.00","6117943","","","1920","1971","","","1920","1971","1920","1971"
"SOUTH HIGHLANDS","NOVA SCOTIA","46.17","-61.38","320.00","8205180","","","1958","1960","","","1958","1960","1958","1960"
"SOUTH INDIAN LAKE","MANITOBA","56.78","-98.97","259.10","5062734","","","1976","1989","","","1976","1989","1976","1989"
"SOUTH INDIAN LAKE AIRPORT","MANITOBA","56.80","-98.90","289.00","5062736","","","1989","1998","","","1989","1998","1989","1998"
"SOUTH MONTREAL LAKE DNR","SASKATCHEWAN","54.05","-105.80","490.10","4067670","","","1960","1960","","","1960","1960","1960","1960"
"SOUTH MOUNTAIN","NOVA SCOTIA","45.02","-64.68","134.70","8205185","","","1994","2006","","","1994","2006","1994","2006"
"SOUTH MOUNTAIN","ONTARIO","44.97","-75.48","84.70","6107955","","","1960","1996","","","1960","1996","1960","1996"
"SOUTH PENDER ISLAND 2","BRITISH COLUMBIA","48.75","-123.22","91.10","1017610","","","1966","1982","","","1966","1982","1966","1982"
"SOUTH PINETTE","PRINCE EDWARD ISLAND","46.03","-62.88","18.30","8300588","","","1982","1983","","","1982","1983","1982","1983"
"SOUTH RIVER","ONTARIO","45.83","-79.38","396.20","6117957","","","1977","1995","","","1977","1995","1977","1995"
"SOUTH SIDE","NOVA SCOTIA","43.45","-65.60","4.00","8205192","","","1988","1992","","","1988","1992","1988","1992"
"SOUTH SIDE HARBOUR","NOVA SCOTIA","45.62","-61.90","30.00","8205193","","","1997","2011","","","1997","2011","1997","2006"
"SOUTH SLOCAN","BRITISH COLUMBIA","49.46","-117.52","457.20","1147620","","","1940","2008","","","1940","2008","1940","2007"
"SOUTH SLOCAN 2","BRITISH COLUMBIA","49.47","-117.52","518.20","1147622","","","1973","1974","","","1973","1974","1973","1974"
"SOUTH TETAGOUCHE","NEW BRUNSWICK","47.58","-65.90","182.90","8105058","","","1983","2000","","","1983","2000","1983","2000"
"SOUTH WAPITI RS","ALBERTA","54.93","-119.20","762.00","3076060","","","1962","1981","","","1962","1981","1962","1981"
"SOUTHAMPTON","ONTARIO","44.50","-81.37","185.90","6127887","","","1872","1982","","","1872","1982","1872","1982"
"SOUTHAMPTON 2","ONTARIO","44.49","-81.36","195.00","6127890","","","2004","2010","","","2004","2010","2004","2006"
"SOUTHAMPTON TOMORI","ONTARIO","44.50","-81.32","213.40","6127895","","","1968","1979","","","1968","1979","1968","1979"
"SOUTHBANK","BRITISH COLUMBIA","54.03","-125.77","730.00","1087600","","","1962","1976","","","1962","1976","1962","1976"
"SOUTHEAST SHOAL (AUT)","ONTARIO","41.83","-82.47","195.30","6137937","71466","WNB","1994","2016","1994","2016","1994","2016","",""
"SOUTHEND","SASKATCHEWAN","56.33","-103.28","344.10","4067655","71451","WJH","1992","2022","1994","2022","1992","2022","1996","2007"
"SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION","ONTARIO","43.27","-79.78","0.00","615S002","","WOW","2007","2022","2007","2022","2018","2022","",""
"SOUTHWEST HEAD","NEW BRUNSWICK","44.60","-66.90","48.80","8105065","","","1973","1987","","","1973","1987","1973","1987"
"SOVEREIGN","SASKATCHEWAN","51.52","-107.72","586.70","4047681","","","1984","2005","","","1984","2005","1984","2005"
"SOVEREIGN","SASKATCHEWAN","51.50","-107.75","585.20","4047680","","","1954","1955","","","1954","1955","1954","1955"
"SPALDING","SASKATCHEWAN","52.37","-104.37","578.10","4017704","","","1990","1997","","","1990","1997","1990","1997"
"SPARTA","ONTARIO","42.75","-81.08","228.60","6137968","","","1965","1966","","","1965","1966","1965","1966"
"SPARWOOD","BRITISH COLUMBIA","49.75","-114.88","1137.70","1157630","","","1980","2020","1980","2014","1980","2020","1980","2007"
"SPARWOOD A","BRITISH COLUMBIA","49.83","-114.88","1158.20","1157635","","WSW","2014","2022","2014","2022","2018","2022","",""
"SPARWOOD A","BRITISH COLUMBIA","49.75","-114.88","1137.70","1157632","","WSW","2014","2022","2014","2022","","","",""
"SPARWOOD CS","BRITISH COLUMBIA","49.75","-114.88","1136.70","1157631","71782","WGW","1992","2022","1994","2022","1992","2022","1993","2006"
"SPENCE BAY","NUNAVUT","69.53","-93.52","12.20","2403800","","","1951","1976","1953","1963","1951","1976","1951","1976"
"SPENCERVILLE","ONTARIO","44.85","-75.55","94.50","6107971","","","1953","1959","","","1953","1959","1953","1959"
"SPENCES BRIDGE","BRITISH COLUMBIA","50.42","-121.50","231.60","1167635","","","1873","1909","","","1873","1909","1873","1909"
"SPENCES BRIDGE NICOLA","BRITISH COLUMBIA","50.42","-121.31","235.00","1167637","","","1980","2002","","","1980","2002","1980","2002"
"SPERLING","MANITOBA","49.50","-97.70","243.20","5022740","","","1969","2003","","","1969","2003","1969","2003"
"SPEYSIDE IHD","ONTARIO","43.58","-79.98","335.30","6157975","","","1967","1967","","","1967","1967","1967","1967"
"SPEYSIDE IHD","ONTARIO","43.55","-80.02","327.70","6157976","","","1968","1975","","","1968","1975","1968","1975"
"SPILLIMACHEEN","BRITISH COLUMBIA","50.92","-116.40","818.40","1177640","","","1958","1980","","","1958","1980","1958","1980"
"SPIONKOP CREEK","ALBERTA","49.22","-114.08","1860.50","3056067","","","1998","2007","","","1998","2007","1998","2007"
"SPIRIT RIVER AUTO STATION","ALBERTA","55.69","-119.23","1015.30","3076069","71571","XSR","1999","2018","1999","2018","1999","2018","1999","2007"
"SPIRIT RIVER RS","ALBERTA","55.78","-118.83","629.70","3076071","","","1966","1986","","","1966","1986","1966","1986"
"SPIRITWOOD","SASKATCHEWAN","53.37","-107.53","589.00","4067720","","","1945","1992","","","1945","1992","1945","1992"
"SPIRITWOOD WEST","SASKATCHEWAN","53.37","-107.55","584.30","4067723","71133","WSR","1992","2022","1994","2022","1992","2022","1996","2007"
"SPLIT LAKE","MANITOBA","56.25","-96.10","60.00","5062751","","","2000","2000","","","2000","2000","2000","2000"
"SPOKIN LAKE 4E","BRITISH COLUMBIA","52.18","-121.69","1033.00","1097646","","","1983","2022","","","1983","2022","1983","2007"
"SPONDIN AGCM","ALBERTA","51.82","-111.68","804.00","3016070","71413","PSP","2007","2022","2008","2022","2007","2022","2007","2007"
"SPRAGUE","MANITOBA","49.02","-95.60","329.20","5022760","","","1915","1998","","","1915","1998","1915","1998"
"SPRAGUE","MANITOBA","49.02","-95.60","328.80","5022759","71449","WSU","1992","2022","1994","2022","1992","2022","1996","2007"
"SPRING CREEK MOOSE","ALBERTA","54.95","-117.73","719.30","307F0G9","","","1998","2007","","","1998","2007","1998","2007"
"SPRING ISLAND","BRITISH COLUMBIA","50.00","-127.42","11.30","1037650","","","1949","1979","1953","1979","1949","1979","1949","1979"
"SPRINGBANK A","ALBERTA","51.10","-114.37","1200.90","303F0PP","71860","YBW","1984","2012","1984","2012","1984","2012","1985","2007"
"SPRINGBANK A","ALBERTA","51.10","-114.38","1200.90","3036078","","","1970","1971","","","1970","1971","1970","1971"
"SPRINGDALE","NEWFOUNDLAND","49.50","-56.08","23.00","8403700","","","1955","1993","","","1955","1993","1955","1993"
"SPRINGDALE","ALBERTA","52.80","-114.30","914.40","3026080","","","1913","1956","","","1913","1956","1913","1956"
"SPRINGDALE GB FARM","NEWFOUNDLAND","49.45","-56.17","42.70","8403702","","","1980","1999","","","1980","1999","1980","1999"
"SPRINGFIELD","NOVA SCOTIA","44.67","-64.85","167.30","8205200","","","1919","2003","","","1919","2003","1919","2003"
"SPRINGFORD","ONTARIO","42.92","-80.67","248.00","6137979","","","1986","1997","","","1986","1997","1986","1997"
"SPRINGHILL","NOVA SCOTIA","45.62","-64.07","170.10","8205217","","","1982","1997","","","1982","1997","1982","1997"
"SPRINGHILL","NOVA SCOTIA","45.62","-64.08","182.90","8205215","","","1918","1929","","","1918","1929","1918","1929"
"SPRUCE GROVE","ALBERTA","53.55","-113.90","693.40","3016083","","","1990","1991","","","1990","1991","1990","1991"
"SPRUCE HILL LAKE","NOVA SCOTIA","44.58","-63.65","107.60","8205300","","","1945","1977","","","1945","1977","1945","1977"
"SPRUCE LAKE","SASKATCHEWAN","53.53","-109.08","603.80","4047730","","","1955","1971","","","1955","1971","1955","1971"
"SPRUCE TCPL 43","MANITOBA","49.65","-96.17","310.30","5032764","","","1969","1983","","","1969","1983","1969","1983"
"SPRUCEDALE","ONTARIO","45.43","-79.49","337.10","6117981","","","2003","2021","","","2003","2021","2003","2006"
"SPRYFIELD","NOVA SCOTIA","44.60","-63.60","45.70","8205315","","","1973","1973","","","1973","1973","1973","1973"
"SPY HILL","ALBERTA","51.20","-114.22","1210.00","3036084","","","1990","1992","","","1990","1992","1990","1992"
"SPY HILL","SASKATCHEWAN","50.62","-101.55","487.70","4017734","","","1971","1977","","","1971","1977","1971","1977"
"SQUAMISH","BRITISH COLUMBIA","49.70","-123.13","31.10","1047660","","","1959","1996","","","1959","1996","1959","1996"
"SQUAMISH 10 MILE","BRITISH COLUMBIA","49.82","-123.20","30.00","1047673","","","1990","1991","","","1990","1991","1990","1991"
"SQUAMISH AIRPORT","BRITISH COLUMBIA","49.78","-123.16","53.70","10476F0","71207","WSK","1982","2022","1982","2022","1982","2022","1982","2007"
"SQUAMISH AIRPORT","BRITISH COLUMBIA","49.78","-123.16","52.10","1047FF0","","YSE","2010","2010","2010","2010","2010","2010","",""
"SQUAMISH ASHLU CREEK","BRITISH COLUMBIA","49.95","-123.42","495.00","104G660","","","1984","1984","","","1984","1984","",""
"SQUAMISH FMC CHEMICALS","BRITISH COLUMBIA","49.68","-123.17","3.00","1047662","","","1968","1983","","","1968","1983","1969","1983"
"SQUAMISH GARIBALDI","BRITISH COLUMBIA","49.73","-123.15","10.00","1047F6B","","","1975","1996","","","1975","1996","1975","1996"
"SQUAMISH PARADISE VALLEY","BRITISH COLUMBIA","49.83","-123.15","61.00","104PF64","","","1987","1989","","","1987","1989","1987","1989"
"SQUAMISH ST DAVIDS","BRITISH COLUMBIA","49.75","-123.00","21.30","1047669","","","1973","1975","","","1973","1975","1973","1975"
"SQUAMISH STP","BRITISH COLUMBIA","49.73","-123.15","6.10","1047670","","","1981","1996","","","1981","1996","1981","1996"
"SQUAMISH STP CENTRAL","BRITISH COLUMBIA","49.70","-123.16","3.90","1047671","","","1986","2005","","","1986","2005","1986","2005"
"SQUAMISH UPPER","BRITISH COLUMBIA","49.90","-123.28","46.00","1047672","","","1979","2010","","","1979","2010","1979","2007"
"SQUATECK","QUEBEC","47.88","-68.70","198.00","7058220","","","1963","1994","","","1963","1994","1963","1994"
"SQUAW RAPIDS","SASKATCHEWAN","53.70","-103.35","291.10","4077735","","","1966","1967","","","1966","1967","1966","1967"
"ST ADRIEN D IRLANDE","QUEBEC","46.12","-71.45","442.00","7026754","","","1965","1982","","","1965","1982","1965","1982"
"ST ALBAN","QUEBEC","46.72","-72.08","76.20","7016800","","","1949","2022","","","1949","2022","1949","2018"
"ST ALBANS","NEWFOUNDLAND","47.87","-55.85","13.40","8403290","","","1968","1983","1968","1983","1968","1983","1969","1983"
"ST ALBANS","MANITOBA","49.70","-99.55","359.70","5012540","","","1885","1960","","","1885","1960","1885","1960"
"ST ALBERT","ALBERTA","53.62","-113.62","680.30","3015670","","","1997","1998","","","1997","1998","1997","1998"
"ST ALEXIS DE MATAPEDIA","QUEBEC","47.98","-67.07","274.00","7056814","","","1964","2004","","","1964","2004","1964","2004"
"ST ALEXIS DES MONTS","QUEBEC","46.53","-73.15","183.00","7016816","","","1963","2022","","","1963","2022","1963","2018"
"ST ALPHONSE","MANITOBA","49.45","-99.02","403.30","5012545","","","1962","2016","","","1962","2016","1962","2007"
"ST AMABLE","QUEBEC","45.67","-73.30","41.10","7026818","","","1980","2016","","","1980","2016","1980","2016"
"ST AMBROISE","QUEBEC","48.57","-71.33","121.90","7066820","","","1954","2022","","","1954","2022","1954","2018"
"ST AMBROISE","MANITOBA","50.23","-98.03","251.50","5042546","","","1970","2004","","","1970","2004","1970","2004"
"ST ANDRE DE MADAWASKA","NEW BRUNSWICK","47.12","-67.75","219.50","8104595","","","1971","1974","","","1971","1974","1971","1974"
"ST ANDRE EAST","NEW BRUNSWICK","47.10","-67.72","198.10","8104596","","","1971","1972","","","1971","1972","1972","1972"
"ST ANDREWS","NEW BRUNSWICK","45.08","-67.08","15.20","8104600","","","1874","1991","","","1874","1991","1874","1991"
"ST ANDREWS","NEWFOUNDLAND","47.77","-59.33","10.70","8403300","","","1943","1966","1953","1966","1943","1966","1943","1966"
"ST ANDREWS","MANITOBA","50.08","-96.98","230.10","5022547","","","1874","1992","","","1874","1992","1874","1992"
"ST ANDREWS A","MANITOBA","50.05","-97.03","231.60","50225DP","","","1976","1985","1976","1985","1976","1985","1976","1985"
"ST ANICET","QUEBEC","45.13","-74.35","53.30","7026836","","","1960","2022","","","1960","2022","1960","2018"
"ST ANTHONY","NEWFOUNDLAND","51.38","-56.10","29.30","8403399","71558","WDW","1996","2022","1996","2022","1999","2022","2006","2007"
"ST ANTHONY","NEWFOUNDLAND","51.37","-55.58","17.40","8403400","","","1945","1965","1953","1965","1945","1965","1946","1965"
"ST ANTHONY","NEWFOUNDLAND","51.37","-55.60","11.50","8403401","","","1970","1996","1970","1996","1970","1996","1970","1996"
"ST ANTHONY A","NEWFOUNDLAND","51.38","-56.10","32.90","840C401","71819","YAY","1987","2014","1987","2009","1993","2014","2001","2008"
"ST ANTHONY A","NEWFOUNDLAND","51.40","-56.08","28.00","8403402","","","1966","1987","1966","1987","1966","1970","1966","1970"
"ST ANTOINE DE PONTBRIAND","QUEBEC","46.15","-71.25","449.60","7026885","","","1965","1982","","","1965","1982","1965","1982"
"ST ARSENE","QUEBEC","47.95","-69.38","76.20","7056890","","","1963","2004","","","1963","2004","1963","2004"
"ST AUGUSTIN","QUEBEC","46.73","-71.50","57.90","7016900","","","1964","1989","","","1964","1989","1964","1989"
"ST BENOIT","QUEBEC","45.57","-74.05","53.00","7016906","","","1973","1991","","","1973","1991","1973","1991"
"ST BENOIT LABRE","QUEBEC","46.05","-70.80","304.80","7026915","","","1965","1994","","","1965","1994","1965","1994"
"ST BERNARD DE LACOLLE","QUEBEC","45.08","-73.38","49.30","7026916","","","1973","2022","","","1973","2022","1973","2018"
"ST BONIFACE BENTWOOD","MANITOBA","49.87","-97.08","230.70","5022549","","","1970","1980","","","1970","1980","1970","1980"
"ST BRENDANS","NEWFOUNDLAND","48.87","-53.67","15.20","8403410","","","1971","1974","","","1971","1974","1971","1974"
"ST BRIDE'S","NEWFOUNDLAND","46.92","-54.18","15.20","8403417","","","1988","2001","","","1988","2001","1988","2001"
"ST BRIDE'S","NEWFOUNDLAND","46.92","-54.17","78.80","8403418","","","1984","1987","","","1984","1987","1984","1987"
"ST BRUNO","QUEBEC","45.55","-73.35","61.00","7026920","","","1926","1958","","","1926","1958","1926","1958"
"ST BRUNO KAMOURASKA","QUEBEC","47.45","-69.78","198.10","7056922","","","1964","2004","","","1964","2004","1964","2004"
"ST CAMILLE","QUEBEC","46.48","-70.22","396.00","7056930","","","1963","2022","","","1963","2022","1963","2018"
"ST CAMILLE WOLFE","QUEBEC","45.67","-71.73","268.20","702FR30","","","1975","2022","","","1975","2022","1975","2018"
"ST CASSIEN DES CAPS","QUEBEC","47.37","-70.62","373.40","7046931","","","1972","1994","","","1972","1994","1972","1994"
"ST CATHARINES","ONTARIO","43.20","-79.25","91.40","6137285","","","1882","1995","","","1882","1995","1882","1995"
"ST CATHARINES A","ONTARIO","43.19","-79.17","97.80","6137304","","YSN","2014","2022","2014","2022","2018","2022","",""
"ST CATHARINES A","ONTARIO","43.20","-79.17","97.80","6137287","","YSN","1971","2012","1971","2012","1971","2000","1971","2000"
"ST CATHARINES BROCK U","ONTARIO","43.12","-79.25","176.90","6137290","","","1967","2017","","","1967","2017","1967","2006"
"ST CATHARINES CDA","ONTARIO","43.18","-79.23","99.10","6137301","","","1928","1964","","","1928","1964","1928","1964"
"ST CATHARINES POWER GLEN","ONTARIO","43.12","-79.25","121.90","6137306","","","1965","2007","","","1965","2007","1965","2006"
"ST CHARLES","ONTARIO","46.37","-80.52","235.90","6067308","","","1979","1984","","","1979","1984","1979","1984"
"ST CHARLES CREEK","NORTHWEST TERRITORIES","64.78","-124.22","341.00","2203656","","WMV","1995","2003","1995","2003","1995","2003","1998","2002"
