"mcode","munnom","madr1","madr2","madr3","madr4","mcodpos","mcourriel","mweb","mtel","mfax","mdes","mgentile","regadm","divrec","mrc","mdatcons","mdatregi","msuperf","mpopul","datelec","elecmode","divter","maire","con1","con2","con3","con4","con5","con6","con7","con8","con9","con10","con11","con12","con13","con14","con15","con16","con17","con18","con19","con20","con21","con22","con23","con24","con25","con26","con27","con28","con29","con30","con31","con32","con33","con34","con35","con36","con37","con38","con39","con40","con41","con42","con43","con44","con45","con46","con47","con48","con49","con50","con51","con52","con53","con54","con55","con56","con57","con58","con59","con60","con61","con62","con63","con64","con65","con66","con67","con68","con69","con70","con71","con72","con73","con74","con75","dirgen","dirsecpub","tres","gref","sectres","polic","incen","loisir","trvpub","mesurg","urban","communic","permis","batim","nd"
"07080","Val-Brillant","11, rue Saint-Pierre O.","Val-Brillant","11, rue Saint-Pierre O.","Val-Brillant","G0J3L0","valbrillant@mrcmatapedia.qc.ca","www.valbrillant.ca","4187423212","4187423624","Municipalité","Val-Brillantois, oise*","Bas-Saint-Laurent (01)","La Matapédia (07)","MRC La Matapédia (070)","1986-12-20","","91.713","930","2025-11-02","B","Sans division","Jacques Pelletier","Stevens Perry Pelletier","Maxime Tremblay","Geneviève Leblanc","Johanne D'Amours","Donald Courcy","Denis Couture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nancy Paquet","","","","Nancy Paquet","","Jean-Paul Lebel","","","","","","Vincent Aubin","",""
"42060","Valcourt","5583, chemin de l'Aéroport","Valcourt","5583, chemin de l'Aéroport","Valcourt","J0E2L0","info@cantonvalcourt.qc.ca","www.cantonvalcourt.qc.ca","4505322688","4505325570","Canton","Valcourtois, oise*","Estrie (05)","Le Val-Saint-François (42)","MRC Le Val-Saint-François (420)","1855-07-01","","80.428","1054","2025-11-02","B","Sans division","Patrice Desmarais","Daniel Smith","Mario Gagné","Gilles Allain","Marianne Côté","Bertrand Bombardier","Michel Daigneault","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holly Hunter","","","","Holly Hunter","","","","Nicolas Vallée","Holly Hunter","Sylvain Demers","","","Hélène Vincent",""
"42055","Valcourt","1155, rue Saint-Joseph","Valcourt","1155, rue Saint-Joseph","Valcourt","J0E2L0","ville.valcourt@valcourt.ca","www.valcourt.ca","4505323313","4505323424","Ville","Valcourtois, oise","Estrie (05)","Le Val-Saint-François (42)","MRC Le Val-Saint-François (420)","1929-10-19","1974-04-13","5.477","2181","2025-11-02","B","Sans division","Pierre Tétrault","Marie-Claire Tétreault","Vicky Bombardier","Daniel Lacroix","Dany Boyer","Dany St-Amant","Julien Bussières","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Karine Boucher","","GERSON SAENZ","Lydia Laquerre","","","Éric Martineau","","Marc Tétrault","Karine Boucher","","","Joey Savaria","",""
"78010","Val-David","2579, rue de l'Église","Val-David","2579, rue de l'Église","Val-David","J0T2N0","direction@valdavid.com","www.valdavid.com","8193245678","0000000000","Village","Val-Davidois, oise*","Laurentides (15)","Les Laurentides (78)","MRC Les Laurentides (780)","1921-05-10","","43.87","5587","2025-11-02","B","District","Dominique Forget","Jean-François Giasson","Stéphan Schwab","Carl De Montigny","Guy Séguin","Christian Lachaine","Manon Paquin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sophie Charpentier","","Lucien Ouellet","","Sophie Charpentier","","","Lynne Lauzon","Stéphanie Fey","Sophie Charpentier","Léa Charbonneau","Julie Duval","","",""
"80140","Val-des-Bois","595, route 309","Val-des-Bois","C.P. 69","Val-des-Bois","J0X3C0","dg@val-des-bois.ca","www.val-des-bois.ca","8194542280","8194542211","Municipalité","Valboisien, ienne*","Outaouais (07)","Papineau (80)","MRC Papineau (800)","1885-01-01","","243.497","909","2025-11-02","B","Sans division","Roland Montpetit","René Houle","Adolf E. Hilgendorff","GAIL ANNE Daoust","Jean Laniel","Jessica Maheu","Clément Larocque","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Anik Morin","","","","Anik Morin","","Marc Sarrazin","","Pierre Thibault","Anik Morin","","","Roxane Blanchard","",""
"78100","Val-des-Lacs","349, chemin de Val-des-Lacs","Val-des-Lacs","349, chemin de Val-des-Lacs","Val-des-Lacs","J0T2P0","dg@val-des-lacs.ca","www.val-des-lacs.ca","8193265624","8193267065","Municipalité","Vallacquois, oise*","Laurentides (15)","Les Laurentides (78)","MRC Les Laurentides (780)","1932-02-06","","131.502","770","2025-11-02","B","Sans division","Paul Kushner","Serge Ennis","Patricia Lacasse","Steven Minty","André Marcotte","Jacques Hébert","Gilles Tremblay","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nathalie Paquet","","","","Nathalie Paquet","","Benoit Wherry","","","Nathalie Paquet","","","","",""
"82015","Val-des-Monts","1, route du Carrefour","Val-des-Monts","1, route du Carrefour","Val-des-Monts","J8N4E9","administration@val-des-monts.net","www.val-des-monts.net","8194579400","8194574141","Municipalité","Montvalois, oise*","Outaouais (07)","Les Collines-de-l'Outaouais (82)","MRC Les Collines-de-l'Outaouais (820)","1975-01-01","","480.007","12788","2025-11-02","B","District","Jules Dagenais","Manon Tessier","Chantal Renaud","Claude Bergeron","Serge Lessard","Joëlle Gauthier","François Sylvestre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Patricia Fillet","","","","Patricia Fillet","","Poste Vacant","","Nour Eddine El Guemri","Patricia Fillet","","","","",""
"40043","Val-des-Sources","345, boulevard Saint-Luc","Val-des-Sources","345, boulevard Saint-Luc","Val-des-Sources","J1T2W4","adm.mun@ville.asbestos.qc.ca","www.ville.asbestos.qc.ca","8198797171","8198792343","Ville","Valsourcien, ienne*","Estrie (05)","Asbestos (40)","MRC Les Sources (400)","1999-12-08","","31.768","6994","2025-11-02","B","Sans division","Hugues Grimard","Isabelle Forcier","Andréanne Ladouceur","René Lachance","Caroline Payer","Jean Roy","Pierre Benoit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Georges-André Gagné","Alain Chainé","Manon Carrier","Marie-Christine Fraser","","Alain Chainé","Alain Chainé","","Mario Savoie","Georges-André Gagné","","Georges-André Gagné","Patrick Parenteau","",""
"89008","Val-d'Or","855, 2e Avenue","Val-d'Or","855, 2e Avenue","Val-d'Or","J9P1W8","info@ville.valdor.qc.ca","www.ville.valdor.qc.ca","8198249613","8198256650","Ville","Valdorien, ienne*","Abitibi-Témiscamingue (08)","La Vallée-de-l'Or (89)","MRC La Vallée-de-l'Or (890)","2002-01-01","","3979.625","32931","2025-11-02","B","District","Céline Brindamour","Benjamin Turcotte","Maxime Gagné","Èveline Laverdière","Martin Lavoie","Jean St-Jules","Sylvie Hébert","Lisyane Morin","Yvon Rodrigue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chantale Gilbert","Annie Lafond","","","Éric Hébert","Ian Bélanger","Danny Burbridge","","","Mailhot Sylviane","Éric St-Germain","",""
"42095","Val-Joli","500, route 249","Val-Joli","500, route 249","Val-Joli","J1S0E8","direction@val-joli.ca","www.val-joli.ca","8198457663","0000000000","Municipalité","Val-Jolois, oise*","Estrie (05)","Le Val-Saint-François (42)","MRC Le Val-Saint-François (420)","1855-07-01","","92.038","1669","2025-11-02","B","Sans division","Rolland Camiré","Sylvain Côté","Philippe Verly","Gilles Perron","Raymond Côté","Jonathan Morin","Johanne Maurice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Marie-Céline Corbeil","","","","Marie-Céline Corbeil","","","","Pier Lacasse","","Frédérick Bernier","","","",""
"26015","Vallée-Jonction","259, rue Jean-Marie-Rousseau","Vallée-Jonction","259, rue Jean-Marie-Rousseau","Vallée-Jonction","G0S3J0","admin@valleejonction.qc.ca","www.valleejonction.qc.ca","4182535515","4182536731","Municipalité","Valléen, enne*","Chaudière-Appalaches (12)","La Nouvelle-Beauce (26)","MRC La Nouvelle-Beauce (260)","1989-03-22","","26.029","1818","2025-11-02","B","Sans division","Patricia Drouin","Marie-Ève Roy","Dave Vachon","Marie-Christine Lavoie","Denis Vachon","Yannick Rodrigue","Louis Giguère","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Julie Cliche","","","","Julie Cliche","","Daniel Michaud","Marie-Michèle Gagnon","Clément Gagné","Julie Cliche","","","Eric Guay","",""
"78005","Val-Morin","6120, rue Morin","Val-Morin","6120, rue Morin","Val-Morin","J0T2R0","municipalite@val-morin.ca","www.val-morin.ca","8193245670","8193223923","Municipalité","Valmorinois, oise*","Laurentides (15)","Les Laurentides (78)","MRC Les Laurentides (780)","1922-06-27","","41.387","3092","2025-11-02","B","Sans division","Donna Salvati","Michel Bazinet","Annick Léveillé","Sylvain Loiselle","Pierre Asselin","Marie-Josée Brodeur","Daniel Desmarais","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caroline Nielly","","","","Caroline Nielly","","","","Mélanie Lapierre","Caroline Nielly","Caroline Jetté","","Benoit Légaré","",""
"30015","Val-Racine","2991, chemin Saint-Léon","Val-Racine","2991, chemin Saint-Léon","Val-Racine","G0Y1E1","info@val-racine.com","www.municipalite.val-racine.qc.ca","8196574790","8196574790","Municipalité","Val-Racinois, oise*","Estrie (05)","Le Granit (30)","MRC Le Granit (300)","1907-04-26","","118.035","167","2025-11-02","B","Sans division","Pierre Brosseau","Jean Légaré","Geneviève Beaulieu","Serge Delongchamp","Frédérique Vachon","Éric Morency","Sylvain Bergeron","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chantal Grégoire","","","","Chantal Grégoire","","","","","","","","","",""
"87105","Val-Saint-Gilles","801, rue Principale","Val-Saint-Gilles","801, rue Principale","Val-Saint-Gilles","J0Z3T0","valstgilles@mrcao.qc.ca","valst-gilles.ao.ca","8193332158","8193333116","Municipalité","Saint-Gillois, oise*","Abitibi-Témiscamingue (08)","Abitibi-Ouest (87)","MRC Abitibi-Ouest (870)","1939-04-01","","109.419","166","2025-11-02","B","Sans division","Alain Guillemette","Nancy Filiatrault","Réjean Dicaire","Chloé Roux","Roger Paul","Jean-Marie Lavoie","Marianne Bergeron","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chantal Richer","","","","Chantal Richer","","","","","","","","Poste Vacant","",""
"59020","Varennes","175, rue Sainte-Anne","Varennes","C.P. 5000","Varennes","J3X1T5","dg@ville.varennes.qc.ca","www.ville.varennes.qc.ca","4506529888","4506524349","Ville","Varennois, oise","Montérégie (16)","Lajemmerais (59)","MRC Marguerite-D'Youville (590)","1972-08-26","","114.127","21530","2025-11-02","B","District","Martin Damphousse","Marc-André Savaria","Geneviève  Labrecque","Carine Durocher","Guillaume Fortier","Benoit Duval","Natalie Parent","Gaétan Marcil","Brigitte Collin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sébastien Roy","","Julie Crochetière","Marc Giard","","","","Manon Lanneville","Bruno Gravel","Sébastien Roy","","Pierre-Guy Dallaire","","",""
"71083","Vaudreuil-Dorion","2555, rue Dutrisac","Vaudreuil-Dorion","2555, rue Dutrisac, Ste 200","Vaudreuil-Dorion","J7V7E6","courriel@ville.vaudreuil-dorion.qc.ca","www.ville.vaudreuil-dorion.qc.ca","4504553371","4504248540","Ville","Vaudreuillois-Dorionnais*","Montérégie (16)","Vaudreuil-Soulanges (71)","MRC Vaudreuil-Soulanges (710)","1994-03-16","","92.563","42694","2025-11-02","B","District","Guy Pilon","Luc Marsan","François Séguin","Jasmine Sharma","Karine Lechasseur","Diane Morin","Gabriel Parent","Paul M. Normand","Paul Dumoulin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Olivier Van Neste","","Marco Pilon , FCPA, FCGA, OMA","Jean St-Antoine","","","Terry Rousseau","","Tommy Thibault","Olivier Van Neste","","France Lavoie","","",""
"71090","Vaudreuil-sur-le-Lac","44, rue de l'Église","Vaudreuil-sur-le-Lac","44, rue de l'Église","Vaudreuil-sur-le-Lac","J7V8P3","dg@vsll.ca","www.vsll.ca","4504551133","4504558614","Village","Vaudreuil-Lacois, oise*","Montérégie (16)","Vaudreuil-Soulanges (71)","MRC Vaudreuil-Soulanges (710)","1920-05-29","","2.76","1382","2025-11-02","B","Sans division","Mario Tremblay","David Yee","Mei-Lin Yee","Liliane Besner","Martine André","Gilles Massey","Jacques Ostiguy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Anne-Marie Duval","","","Julie Paradis","Anne-Marie Duval","","","","","","","Poste Vacant","Abdoul Baa","",""
"56005","Venise-en-Québec","237, 16e Avenue O.","Venise-en-Québec","C.P. 270","Venise-en-Québec","J0J2K0","information@venise-en-quebec.ca","www.veniseenquebec.ca","4503464260","4503464266","Municipalité","Vénisien, ienne*","Montérégie (16)","Le Haut-Richelieu (56)","MRC Le Haut-Richelieu (560)","1950-01-01","","20.244","1923","2025-11-02","B","Sans division","Raymond Paquette","Pierre Lamoureux","Johnny Izzi","Steve Robitaille","Marielle Gervais","Mélanie Ménard","Alain Paquin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lukas Bouthillier","","","","Lukas Bouthillier","","Patrick Sauriol","Marie-Ève Boulanger","Sylvain Girard","","","","Éric De Grand Maison","",""
"59025","Verchères","581, route Marie-Victorin","Verchères","581, route Marie-Victorin","Verchères","J0L2R0","mairie@ville.vercheres.qc.ca","www.ville.vercheres.qc.ca","4505833307","4505833637","Municipalité","Verchèrois, oise*","Montérégie (16)","Lajemmerais (59)","MRC Marguerite-D'Youville (590)","1971-09-18","","85.145","5826","2025-11-02","B","District","Alexandre Bélisle","Katherine Ramacieri L'Heureux","Dominic Lampron","Annie Dubeau","Gilles Lamoureux","Claude Ménard","Nathalie Fillion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Luc Forcier","","","","Luc Forcier","","Jean-Sébastien Martel","Isabelle Boisseau","Isabelle Millette","Luc Forcier","","Karin Brodeur","","",""
